species,year,Antibiotic_1,Antibiotic_2,Antibiotic_3,S1S2S3,S1S2R3,S1R2S3,R1S2S3,S1R2R3,R1S2R3,R1R2S3,R1R2R3,S1S2S3_observed,S1S2R3_observed,S1R2S3_observed,R1S2S3_observed,S1R2R3_observed,R1S2R3_observed,R1R2S3_observed,R1R2R3_observed,S1S2S3_predicted,S1S2R3R_predicted,S1R2S3_predicted,R1S2S3_predicted,S1R2R3_predicted,R1S2R3R_predicted,R1R2S3_predicted,R1R2R3_predicted
P. mirabilis,2017/18,CIPROFLOXACIN,GENTAMICIN,SULFA_TRIMETHOPRIM,3520,159,69,456,44,589,6,144,0.705835171,0.031882896,0.013835974,0.091437738,0.00882294,0.118107078,0.001203128,0.028875075,0.684103438,0.070568466,0.016466585,0.130812511,0.006200306,0.071467385,0.006806819,0.013574489
P. mirabilis,2017/18,CIPROFLOXACIN,GENTAMICIN,TOBRAMYCIN,2956,2,17,612,75,13,20,93,0.780359029,0.000527983,0.004487856,0.16156283,0.019799366,0.00343189,0.005279831,0.024551214,0.787835946,0.008220853,0.014148782,0.166969751,0.004851999,0.004433691,0.007229786,0.00630919
P. mirabilis,2017/18,CIPROFLOXACIN,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,2351,6,4,71,0,1,621,2,0.769306283,0.001963351,0.001308901,0.023232984,0,0.000327225,0.203206806,0.00065445,0.793099222,0.002152136,0.016597041,0.075140066,4.74E+08,0.000265975,0.11227997,0.000418201
P. mirabilis,2017/18,CIPROFLOXACIN,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,2332,129,3,49,1,29,260,398,0.728522337,0.040299906,0.000937207,0.015307716,0.000312402,0.009059669,0.081224617,0.124336145,0.760176578,0.046205275,0.010185605,0.049231354,0.002960218,0.014908204,0.047523191,0.068809574
P. mirabilis,2017/18,CIPROFLOXACIN,LEVOFLOXACIN,TOBRAMYCIN,1952,53,2,53,0,4,302,52,0.807278743,0.021918941,0.00082713,0.021918941,0,0.00165426,0.124896609,0.021505376,0.834181858,0.023164164,0.010258838,0.059950509,0.000698777,0.004014699,0.058175039,0.009556116
P. mirabilis,2017/18,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,3320,194,7,420,1,681,1,3,0.717527556,0.041927815,0.001512859,0.090771558,0.000216123,0.147179598,0.000216123,0.000648368,0.693183856,0.081172247,0.001529684,0.1380244,0.000261865,0.085096382,0.00038477,0.000346795
P. mirabilis,2017/18,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,2713,74,5,555,1,97,3,0,0.786832947,0.021461717,0.001450116,0.160962877,0.000290023,0.028132251,0.00087007,0,0.780440859,0.029655342,0.001791641,0.171036061,0.000105223,0.016312236,0.000574022,8.46E+09
P. mirabilis,2017/18,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,TOBRAMYCIN,2842,49,131,268,28,6,364,100,0.750263992,0.012935586,0.034582893,0.070749736,0.007391763,0.001583949,0.096092925,0.026399155,0.734575029,0.015721183,0.068727901,0.104267385,0.005624493,0.005678636,0.054132065,0.011273308
P. mirabilis,2017/18,GENTAMICIN,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,2341,7,544,82,2,0,82,0,0.765533028,0.002289078,0.177894048,0.026814912,0.000654022,0,0.026814912,0,0.759827935,0.002281056,0.186240012,0.033854948,0.000587962,0,0.017208088,0
P. mirabilis,2017/18,GENTAMICIN,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,2335,121,261,47,313,37,2,87,0.729004059,0.037777084,0.081486107,0.014673743,0.097720887,0.01155167,0.000624415,0.027162036,0.70997409,0.074764027,0.114048942,0.01803905,0.057509011,0.007390675,0.00616987,0.012104335
P. mirabilis,2017/18,GENTAMICIN,LEVOFLOXACIN,TOBRAMYCIN,1992,1,290,13,7,56,14,46,0.823480777,0.000413394,0.11988425,0.005374122,0.002893758,0.023150062,0.005787516,0.019016122,0.830426832,0.008290272,0.124826143,0.016807237,0.003085985,0.005508011,0.00610277,0.004952749
P. mirabilis,2017/18,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,3668,704,8,73,3,174,0,1,0.792053552,0.152019002,0.001727489,0.015763334,0.000647808,0.037572878,0,0.000215936,0.784729875,0.166723011,0.001820236,0.026284654,0.000564462,0.019715748,7.73E+09,8.47E+09
P. mirabilis,2017/18,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,3236,15,8,33,0,158,0,1,0.937699218,0.004346566,0.002318169,0.009562446,0,0.045783831,0,0.000289771,0.947774647,0.014826064,0.002325836,0.023170203,5.59E+09,0.011700031,8.29E+09,6.44E+09
P. mirabilis,2017/18,GENTAMICIN,SULFA_TRIMETHOPRIM,TOBRAMYCIN,3100,3,469,10,13,52,27,117,0.817726194,0.000791348,0.12371406,0.002637826,0.003429174,0.013716697,0.007122131,0.030862569,0.82745727,0.007367726,0.13023834,0.011909077,0.004464331,0.003384712,0.0072481,0.007930444
P. mirabilis,2017/18,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,2273,150,6,249,1,377,1,1,0.743296272,0.049051668,0.001962067,0.081425768,0.000327011,0.123283192,0.000327011,0.000327011,0.722181655,0.084975852,0.002045009,0.121577932,0.00028137,0.068338181,0.000362042,0.000237958
P. mirabilis,2017/18,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,1898,56,5,277,0,50,1,0,0.829908177,0.024486226,0.00218627,0.12111937,0,0.021862702,0.000437254,0,0.825098932,0.031246685,0.002192173,0.129009183,0,0.01207832,0.000374708,0
P. mirabilis,2017/18,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,TOBRAMYCIN,1906,33,99,122,24,1,182,52,0.787928896,0.013642001,0.040926002,0.050434064,0.009921455,0.000413394,0.075237702,0.021496486,0.776117536,0.016943894,0.072762956,0.076115087,0.006380346,0.004115071,0.039079168,0.008485943
P. mirabilis,2017/18,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,TOBRAMYCIN,2820,53,449,6,120,0,2,1,0.817154448,0.015357867,0.130107215,0.001738626,0.03477253,0,0.000579542,0.000289771,0.81063745,0.025538425,0.144117651,0.001832618,0.017172645,8.87E+09,0.000517677,9.48E+09
S. aureus,2015/16,CIPROFLOXACIN,CLINDAMYCIN,ERYTHROMYCIN,4076,1882,42,486,1164,1711,6,1157,0.387305207,0.178829342,0.003990878,0.04618016,0.110604333,0.162580768,0.000570125,0.109939187,0.330720339,0.252425748,0.015262557,0.069416876,0.091277979,0.148738383,0.005180634,0.086977485
S. aureus,2015/16,CIPROFLOXACIN,CLINDAMYCIN,GENTAMICIN,4337,24,931,1705,12,29,761,69,0.551220132,0.00305033,0.118327402,0.216700559,0.001525165,0.003685816,0.096720895,0.0087697,0.536885605,0.004156786,0.132115685,0.231625791,0.002389599,0.00432465,0.084803004,0.003698879
S. aureus,2015/16,CIPROFLOXACIN,CLINDAMYCIN,LEVOFLOXACIN,4475,5,952,92,3,1539,26,827,0.565096603,0.000631393,0.120217199,0.011617628,0.000378836,0.19434272,0.003283243,0.104432378,0.58249459,0.013003645,0.124453896,0.051825197,0.004401931,0.13493216,0.017343727,0.071544854
S. aureus,2015/16,CIPROFLOXACIN,CLINDAMYCIN,OXACILLIN,4615,1339,1075,593,131,1602,293,868,0.438855078,0.127329783,0.102225181,0.056390262,0.012457208,0.152339293,0.027862305,0.08254089,0.404899222,0.154654122,0.093395025,0.097010896,0.040566354,0.12172062,0.036159875,0.051593886
S. aureus,2015/16,CIPROFLOXACIN,CLINDAMYCIN,RIFAMPIN,3072,15,649,1141,6,1,780,21,0.540369393,0.002638522,0.11416007,0.200703606,0.001055409,0.000175901,0.137203166,0.003693931,0.517634937,0.002396446,0.13886612,0.226215399,0.001433976,0.001491881,0.110338165,0.001623077
S. aureus,2015/16,CIPROFLOXACIN,CLINDAMYCIN,SULFA_TRIMETHOPRIM,5897,46,1194,2133,10,62,1111,48,0.561565565,0.004380535,0.113703457,0.203123512,0.00095229,0.0059042,0.105799448,0.004570993,0.543656848,0.005602982,0.131103092,0.223473453,0.001848127,0.00477239,0.08700177,0.002541339
S. aureus,2015/16,CIPROFLOXACIN,CLINDAMYCIN,TETRACYCLINE,5546,184,1107,1997,83,41,1058,67,0.550034712,0.018248537,0.109788753,0.198056134,0.008231677,0.00406625,0.104929089,0.006644848,0.532567001,0.018426393,0.130025137,0.215226566,0.006856317,0.006989102,0.085669641,0.004239844
S. aureus,2015/16,CIPROFLOXACIN,ERYTHROMYCIN,GENTAMICIN,2912,18,2365,343,18,3,2128,96,0.369402512,0.002283395,0.300012686,0.043511354,0.002283395,0.000380566,0.269947989,0.012178105,0.328750105,0.00218101,0.348326748,0.077305958,0.004582777,0.001242878,0.230268759,0.007341765
S. aureus,2015/16,CIPROFLOXACIN,ERYTHROMYCIN,LEVOFLOXACIN,3087,3,2342,45,5,284,73,2082,0.38972352,0.00037874,0.295669739,0.005681101,0.000631233,0.035854059,0.009216008,0.2628456,0.403930441,0.004693769,0.309123185,0.019431502,0.011031112,0.026339214,0.043669654,0.181781121
S. aureus,2015/16,CIPROFLOXACIN,ERYTHROMYCIN,OXACILLIN,3835,281,1955,267,1197,225,630,2261,0.360060088,0.026382499,0.18355084,0.025068069,0.112383814,0.021124777,0.059149376,0.212280537,0.30676683,0.054435694,0.213106289,0.041745552,0.124530698,0.02440855,0.08033118,0.154675208
S. aureus,2015/16,CIPROFLOXACIN,ERYTHROMYCIN,RIFAMPIN,2206,11,1517,230,10,0,1697,22,0.387493413,0.001932197,0.266467592,0.040400492,0.001756543,0,0.298085368,0.003864395,0.340798078,0.001719958,0.324876354,0.078971893,0.002434632,0.000567023,0.247988112,0.002643951
S. aureus,2015/16,CIPROFLOXACIN,ERYTHROMYCIN,SULFA_TRIMETHOPRIM,4077,30,3120,466,26,26,2800,84,0.383573243,0.002822467,0.293536551,0.043842318,0.002446138,0.002446138,0.263430238,0.007902907,0.342543881,0.003354727,0.342233648,0.079867254,0.004115063,0.001627345,0.220736074,0.005522008
S. aureus,2015/16,CIPROFLOXACIN,ERYTHROMYCIN,TETRACYCLINE,3884,129,2847,437,139,14,2626,94,0.381907571,0.012684366,0.279941003,0.042969518,0.01366765,0.001376598,0.258210423,0.009242871,0.341274488,0.012388174,0.331310146,0.077177591,0.013640415,0.002636365,0.213308416,0.008264405
S. aureus,2015/16,CIPROFLOXACIN,GENTAMICIN,LEVOFLOXACIN,5087,8,29,100,0,2197,1,99,0.676372823,0.001063688,0.00385587,0.013296104,0,0.29211541,0.000132961,0.013163143,0.697344117,0.017979311,0.004001074,0.065788648,0.000287418,0.204513693,0.001043934,0.009041806
S. aureus,2015/16,CIPROFLOXACIN,GENTAMICIN,OXACILLIN,4330,1200,28,668,9,1983,14,97,0.519870333,0.144074919,0.003361748,0.080201705,0.001080562,0.238083804,0.001680874,0.011646056,0.474131817,0.199291525,0.003555199,0.129864358,0.002974827,0.180987944,0.002435977,0.006758353
S. aureus,2015/16,CIPROFLOXACIN,GENTAMICIN,RIFAMPIN,2842,7,11,1467,0,5,68,1,0.645762327,0.001590548,0.002499432,0.333333333,0,0.001136105,0.015451034,0.000227221,0.642829626,0.001680337,0.005408431,0.338927547,3.01E+09,0.001118229,0.009935799,6.99E+09
S. aureus,2015/16,CIPROFLOXACIN,GENTAMICIN,SULFA_TRIMETHOPRIM,5488,42,30,2573,7,80,89,22,0.658744448,0.005041412,0.003601008,0.308846477,0.000840235,0.009602689,0.010682991,0.002640739,0.654547749,0.007588116,0.00650517,0.314891234,0.000302616,0.007583018,0.007825867,0.00075623
S. aureus,2015/16,CIPROFLOXACIN,GENTAMICIN,TETRACYCLINE,5310,219,31,2571,6,80,100,11,0.637608069,0.02629683,0.003722382,0.308717579,0.000720461,0.009606148,0.012007685,0.001320845,0.635986027,0.025425674,0.006707646,0.31142595,0.000495951,0.011196531,0.008215924,0.000546297
S. aureus,2015/16,CIPROFLOXACIN,LEVOFLOXACIN,OXACILLIN,4562,1128,3,78,5,44,616,1923,0.545759062,0.134944371,0.000358895,0.00933126,0.000598158,0.005263788,0.073693025,0.230051442,0.56840816,0.142317951,0.007784586,0.032452147,0.006844445,0.027458113,0.054073091,0.160661506
S. aureus,2015/16,CIPROFLOXACIN,LEVOFLOXACIN,RIFAMPIN,3304,16,0,59,0,0,1704,12,0.648478901,0.003140334,0,0.01157998,0,0,0.334445535,0.00235525,0.676066394,0.003245084,0,0.065834334,0,0.000374639,0.252729796,0.001749753
S. aureus,2015/16,CIPROFLOXACIN,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,5638,49,8,120,0,2,2442,98,0.674644011,0.005863348,0.000957281,0.01435922,0,0.00023932,0.292210123,0.011726696,0.694710748,0.006090892,0.016996309,0.068542737,0.000316674,0.001274445,0.204007249,0.008060946
S. aureus,2015/16,CIPROFLOXACIN,LEVOFLOXACIN,TETRACYCLINE,5457,231,8,117,0,5,2467,71,0.653063667,0.027644806,0.000957396,0.014001915,0,0.000598372,0.295236955,0.008496888,0.672321251,0.028442009,0.016801427,0.067706152,0.000585058,0.002389248,0.205777622,0.005977234
S. aureus,2015/16,CIPROFLOXACIN,OXACILLIN,RIFAMPIN,3155,14,681,502,7,3,1551,19,0.531861092,0.002360081,0.114801079,0.084625759,0.00118004,0.000505732,0.26146325,0.003202967,0.482430072,0.002433698,0.17561115,0.140888037,0.001402368,0.000994381,0.194071994,0.0021683
S. aureus,2015/16,CIPROFLOXACIN,OXACILLIN,SULFA_TRIMETHOPRIM,6079,44,1492,960,15,25,2582,96,0.538298061,0.003896219,0.132117241,0.085008412,0.001328256,0.002213761,0.228637209,0.008500841,0.493668206,0.00431473,0.186322235,0.135431223,0.00271497,0.002478314,0.169887333,0.00518299
S. aureus,2015/16,CIPROFLOXACIN,OXACILLIN,TETRACYCLINE,5779,247,1304,960,45,17,2378,100,0.533610342,0.022807018,0.120406279,0.088642659,0.004155125,0.001569714,0.219575254,0.00923361,0.493057806,0.01981458,0.172438173,0.136290349,0.006947976,0.005050322,0.160439993,0.005960799
S. aureus,2015/16,CIPROFLOXACIN,RIFAMPIN,SULFA_TRIMETHOPRIM,3805,29,21,1972,0,79,20,2,0.641869096,0.004892038,0.00354251,0.33265857,0,0.013326586,0.003373819,0.000337382,0.638826605,0.007604492,0.003982973,0.337141298,7.66E+09,0.009295452,0.002941584,0.000131009
S. aureus,2015/16,CIPROFLOXACIN,RIFAMPIN,TETRACYCLINE,3687,146,20,1988,1,63,20,2,0.6220685,0.024633035,0.003374388,0.335414206,0.000168719,0.010629323,0.003374388,0.000337439,0.622415841,0.023785825,0.003867835,0.335092431,0.000210934,0.011569901,0.002913669,0.000143564
S. aureus,2015/16,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,TETRACYCLINE,7030,281,48,3246,10,89,90,28,0.649602661,0.025965626,0.004435409,0.299944557,0.000924044,0.008223988,0.008316393,0.002587322,0.648865317,0.024965174,0.006697422,0.300865112,0.000712609,0.010691547,0.006558317,0.000644502
S. aureus,2015/16,CLINDAMYCIN,ERYTHROMYCIN,GENTAMICIN,5166,38,4096,49,51,1,2932,155,0.41367713,0.003042921,0.327994875,0.003923767,0.004083921,8.01E+09,0.234785394,0.012411915,0.377930056,0.003203754,0.391650356,0.021016306,0.006572928,0.00041576,0.191702785,0.007508055
S. aureus,2015/16,CLINDAMYCIN,ERYTHROMYCIN,LEVOFLOXACIN,3220,302,1475,27,1277,2,968,888,0.394656208,0.03701434,0.180781959,0.003309229,0.156514279,0.000245128,0.11864199,0.108836867,0.337313549,0.059855312,0.258632986,0.014090677,0.141196652,0.00407766,0.097778288,0.087054877
S. aureus,2015/16,CLINDAMYCIN,ERYTHROMYCIN,OXACILLIN,6548,869,1795,62,4035,10,2198,2028,0.373211741,0.049529781,0.10230835,0.00353377,0.229980051,0.000569963,0.125277857,0.115588487,0.29838814,0.083423686,0.205613024,0.015301245,0.19424903,0.005298688,0.091111708,0.106614479
S. aureus,2015/16,CLINDAMYCIN,ERYTHROMYCIN,RIFAMPIN,4293,22,3246,37,14,0,2832,66,0.408468126,0.002093245,0.308848716,0.003520457,0.001332065,0,0.269457659,0.006279734,0.36900008,0.001817558,0.379997955,0.021078773,0.003012592,0.000227887,0.221019225,0.00384593
S. aureus,2015/16,CLINDAMYCIN,ERYTHROMYCIN,SULFA_TRIMETHOPRIM,7319,86,5748,71,77,1,4121,100,0.417679621,0.004907835,0.328026023,0.004051818,0.004394225,5.71E+09,0.235176625,0.005706785,0.382609291,0.004636591,0.392152782,0.021368888,0.005865583,0.00035989,0.189076565,0.00393041
S. aureus,2015/16,CLINDAMYCIN,ERYTHROMYCIN,TETRACYCLINE,7020,255,5442,61,140,6,3872,302,0.410574336,0.014914025,0.31828284,0.003567669,0.008188092,0.000350918,0.226459235,0.017662885,0.377024212,0.012886853,0.378763811,0.020326296,0.01468981,0.001092055,0.184000026,0.011216937
S. aureus,2015/16,CLINDAMYCIN,GENTAMICIN,LEVOFLOXACIN,4186,1431,22,888,26,693,9,67,0.571701721,0.195438405,0.003004644,0.121278339,0.003550942,0.094646272,0.001229172,0.009150505,0.556478984,0.211856944,0.004020896,0.136307843,0.004098032,0.081177084,0.00233597,0.003724247
S. aureus,2015/16,CLINDAMYCIN,GENTAMICIN,OXACILLIN,5835,3445,38,1638,51,1351,26,130,0.466277769,0.275291673,0.003036599,0.130893399,0.004075436,0.107959086,0.002077673,0.010388365,0.457492726,0.282769133,0.004146176,0.138203749,0.005379634,0.104451045,0.002921875,0.004635663
S. aureus,2015/16,CLINDAMYCIN,GENTAMICIN,RIFAMPIN,6321,22,61,2233,1,34,117,8,0.718540412,0.002500853,0.006934182,0.253836535,0.000113675,0.003864954,0.013299989,0.000909401,0.714967284,0.00347281,0.010196709,0.259370217,0.000137644,0.002805564,0.008785667,0.000264105
S. aureus,2015/16,CLINDAMYCIN,GENTAMICIN,SULFA_TRIMETHOPRIM,9174,102,71,2937,18,50,131,25,0.733450592,0.008154781,0.005676367,0.234809722,0.001439079,0.003997442,0.010473297,0.001998721,0.730435571,0.009322897,0.009240218,0.238777486,0.000485711,0.004182425,0.007047316,0.000508376
S. aureus,2015/16,CLINDAMYCIN,GENTAMICIN,TETRACYCLINE,9007,273,77,2783,12,206,134,22,0.719753876,0.021815567,0.006153109,0.222390922,0.000958926,0.016461563,0.010708007,0.001758031,0.71408604,0.025494428,0.00935526,0.229651435,0.000665178,0.012941339,0.007018638,0.000787681
S. aureus,2015/16,CLINDAMYCIN,LEVOFLOXACIN,OXACILLIN,3605,1090,385,897,1193,98,193,696,0.441951698,0.133627559,0.047198725,0.1099669,0.146254751,0.012014221,0.02366066,0.085325487,0.410896373,0.159663002,0.085355042,0.09886734,0.116720664,0.043346629,0.033485236,0.051665713
S. aureus,2015/16,CLINDAMYCIN,LEVOFLOXACIN,RIFAMPIN,2740,10,1007,572,0,6,678,14,0.545056694,0.001989258,0.200318281,0.113785558,0,0.001193555,0.134871693,0.002784961,0.522627079,0.001876571,0.225577139,0.138389341,0.001062227,0.001216683,0.10800567,0.00124529
S. aureus,2015/16,CLINDAMYCIN,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,4652,42,1525,988,54,5,850,40,0.570377636,0.005149583,0.186978911,0.121137813,0.006620893,0.000613046,0.104217754,0.004904365,0.552336548,0.006285792,0.207881365,0.138576892,0.005155781,0.001979401,0.085134081,0.002650142
S. aureus,2015/16,CLINDAMYCIN,LEVOFLOXACIN,TETRACYCLINE,4542,151,1553,922,26,73,841,48,0.556890633,0.018513977,0.190411967,0.113045611,0.003187837,0.008950466,0.103114272,0.005885238,0.539719714,0.018622446,0.207224355,0.133657658,0.00620861,0.007089719,0.083625728,0.003851769
S. aureus,2015/16,CLINDAMYCIN,OXACILLIN,RIFAMPIN,4795,25,2765,1395,11,13,1480,53,0.455063111,0.002372592,0.262408655,0.132390624,0.00104394,0.001233748,0.140457436,0.005029895,0.440564671,0.002382026,0.276878608,0.146840381,0.002346016,0.001743191,0.126884559,0.002360549
S. aureus,2015/16,CLINDAMYCIN,OXACILLIN,SULFA_TRIMETHOPRIM,8255,91,4835,2249,73,13,1957,87,0.470102506,0.005182232,0.275341686,0.128075171,0.004157175,0.000740319,0.111446469,0.004954442,0.461059688,0.005135096,0.284309729,0.136059564,0.00488433,0.002087535,0.104002721,0.002461338
S. aureus,2015/16,CLINDAMYCIN,OXACILLIN,TETRACYCLINE,7981,293,4505,2103,103,146,1842,163,0.465744631,0.017098506,0.262896825,0.12272409,0.006010738,0.008520075,0.107492997,0.009512138,0.455981468,0.016943337,0.269968753,0.133627548,0.009842513,0.007803107,0.100098205,0.005735068
S. aureus,2015/16,CLINDAMYCIN,RIFAMPIN,SULFA_TRIMETHOPRIM,7463,90,36,2807,0,66,57,9,0.708871581,0.008548632,0.003419453,0.26662234,0,0.006268997,0.005414134,0.000854863,0.7068043,0.00954324,0.004643516,0.269396584,0.000158251,0.005372956,0.00388555,0.000195603
S. aureus,2015/16,CLINDAMYCIN,RIFAMPIN,TETRACYCLINE,7331,221,35,2675,1,195,56,8,0.69673066,0.021003611,0.003326364,0.254229234,9.50E+09,0.018532598,0.005322182,0.000760312,0.692339295,0.024507332,0.004558581,0.259880643,0.000248881,0.014446995,0.003700952,0.000317323
S. aureus,2015/16,CLINDAMYCIN,SULFA_TRIMETHOPRIM,TETRACYCLINE,12341,372,136,3887,23,271,55,39,0.72068442,0.021723896,0.00794207,0.226991357,0.001343144,0.015825742,0.003211866,0.002277505,0.717225707,0.025402256,0.00870191,0.230556456,0.000882139,0.01286983,0.003760825,0.000600876
S. aureus,2015/16,ERYTHROMYCIN,GENTAMICIN,LEVOFLOXACIN,2869,273,17,2316,2,1913,16,93,0.382584345,0.036404854,0.002266969,0.308841179,0.000266702,0.25510068,0.002133618,0.012401654,0.343033063,0.068755091,0.002128101,0.357740281,0.00111459,0.215436722,0.004581892,0.007210259
S. aureus,2015/16,ERYTHROMYCIN,GENTAMICIN,OXACILLIN,4613,600,25,2913,14,4286,39,171,0.364347208,0.047389622,0.001974568,0.230076613,0.001105758,0.338519864,0.003080325,0.013506042,0.310807792,0.091118243,0.002479067,0.291391532,0.001533568,0.288492609,0.004589426,0.009587765
S. aureus,2015/16,ERYTHROMYCIN,GENTAMICIN,RIFAMPIN,3617,11,24,5020,1,46,158,8,0.407090602,0.001238042,0.002701182,0.564997186,0.000112549,0.005177265,0.01778278,0.000900394,0.403939397,0.001883877,0.00486751,0.56922747,6.21E+09,0.004722345,0.014957587,0.000339675
S. aureus,2015/16,ERYTHROMYCIN,GENTAMICIN,SULFA_TRIMETHOPRIM,5153,57,32,7101,7,94,174,36,0.407223012,0.004504505,0.002528845,0.56116643,0.000553185,0.007428481,0.013750593,0.00284495,0.40494173,0.004994105,0.00454256,0.563678136,0.000230577,0.008364421,0.012485907,0.000762563
S. aureus,2015/16,ERYTHROMYCIN,GENTAMICIN,TETRACYCLINE,5033,179,35,6901,4,299,178,32,0.397519943,0.014137904,0.002764395,0.545059632,0.000315931,0.023615828,0.014058921,0.002527446,0.394600369,0.015006716,0.004560205,0.548137084,0.000356249,0.023721282,0.012506315,0.00111178
S. aureus,2015/16,ERYTHROMYCIN,LEVOFLOXACIN,OXACILLIN,3012,235,157,1551,147,1005,433,1795,0.361367726,0.028194361,0.018836233,0.186082783,0.017636473,0.120575885,0.05194961,0.215356929,0.308571336,0.055848531,0.033950955,0.216623005,0.021385587,0.134152375,0.072724797,0.156743415
S. aureus,2015/16,ERYTHROMYCIN,LEVOFLOXACIN,RIFAMPIN,1925,6,181,1441,0,11,1557,14,0.374878286,0.001168452,0.035248296,0.280623174,0,0.002142162,0.303213242,0.002726388,0.328319122,0.001245403,0.072229093,0.339683914,0.000346017,0.002204431,0.253891169,0.002080851
S. aureus,2015/16,ERYTHROMYCIN,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,3218,28,281,2535,23,19,2159,71,0.38612911,0.003359731,0.033717303,0.304175666,0.002759779,0.002279818,0.259059275,0.008519318,0.345138555,0.003766243,0.068786583,0.354592248,0.001629993,0.004437932,0.215783855,0.00586459
S. aureus,2015/16,ERYTHROMYCIN,LEVOFLOXACIN,TETRACYCLINE,3144,102,299,2430,5,125,2160,69,0.37724982,0.012239021,0.03587713,0.291576674,0.000599952,0.0149988,0.259179266,0.008279338,0.336689901,0.011977962,0.068436597,0.344896761,0.0020929,0.014309125,0.213965858,0.007630897
S. aureus,2015/16,ERYTHROMYCIN,OXACILLIN,RIFAMPIN,3822,22,508,2352,0,16,3842,65,0.359649948,0.002070199,0.047802767,0.221323045,0,0.001505599,0.361531947,0.006116496,0.304245894,0.001701377,0.092838093,0.285604824,0.00080892,0.002562306,0.307934048,0.004304539
S. aureus,2015/16,ERYTHROMYCIN,OXACILLIN,SULFA_TRIMETHOPRIM,6534,64,856,4123,23,39,6051,137,0.36652269,0.00359006,0.048017053,0.231278398,0.001290178,0.002187693,0.339428956,0.007684972,0.313832818,0.003347626,0.092217615,0.292460277,0.001522883,0.003781625,0.28709012,0.005747037
S. aureus,2015/16,ERYTHROMYCIN,OXACILLIN,TETRACYCLINE,6306,226,775,3904,35,215,5672,230,0.363186085,0.013016184,0.044635144,0.224845937,0.002015781,0.012382653,0.326671658,0.013246559,0.311310404,0.012421471,0.087112208,0.287482369,0.003390752,0.012879695,0.273451862,0.011951239
S. aureus,2015/16,ERYTHROMYCIN,RIFAMPIN,SULFA_TRIMETHOPRIM,4281,45,22,6075,0,111,72,9,0.403297221,0.004239284,0.002072539,0.572303344,0,0.010456901,0.006782854,0.000847857,0.401675271,0.005041525,0.002729047,0.574093631,8.64E+09,0.009844826,0.006258758,0.000270586
S. aureus,2015/16,ERYTHROMYCIN,RIFAMPIN,TETRACYCLINE,4180,148,21,5914,1,268,71,8,0.393930827,0.01394779,0.001979078,0.55734615,9.42E+09,0.025256809,0.00669117,0.000753935,0.392068572,0.014989731,0.002668652,0.559292044,0.000157194,0.024382381,0.00603601,0.000405415
